smiles,predicted_pIC50,uncertainty,QED,MW,LogP,TPSA,HBD,HBA,penalty,SA_score,has_PAINS,PAINS_alert,PAINS_penalty,final_score,parent_seed,round
C=CC(=O)NC1=NOONOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.123629815894597,0.012182960949464031,0.5432706466936922,356.3420000000001,1.3186199999999995,117.93,3,9,0.0,2.192280000000001,False,,0.0,9.05424017829198,C=CC(=O)NC1=NOONC=C2N=CN=C(Nc3cccc(C)c3)C21,5
C=CC(=O)NC1=NONNNC=C2N=CN=C(Nc3cccc(C)c3)C21,9.139102581053255,0.006961796585168232,0.491900287928281,354.37400000000014,0.4646200000000009,123.53,5,9,0.0,2.1791600000000013,False,,0.0,9.051216928432227,C=CC(=O)NC1=NONNOC=C2N=CN=C(Nc3cccc(C)c3)C21,7
C=CC(=O)NC1=CNNOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.097554443748576,0.022255383630314145,0.6259655459993398,338.3710000000001,1.4879199999999995,99.14,4,7,0.0,2.25,False,,0.0,9.05078183311793,C=CC(=O)NC1=CONOC=C2N=CN=C(Nc3cccc(C)c3)C21,5
C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(Br)c3)C21,9.034126133483245,0.024439002255429648,0.7788345040932567,376.189,2.612400000000001,78.21000000000001,2,5,0.0,2.324593333333334,False,,0.0,9.050415383274444,C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(Cl)c3)C21,1
C=CC(=O)NC1=NOOOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.084778316321783,0.027140767869478225,0.6302743544173977,341.32700000000006,1.81402,105.9,2,8,0.0,2.1500000000000004,False,,0.0,9.050274725661005,C=CC(=O)NC1=NOOC=C2N=CN=C(Nc3cccc(C)c3)C21,3
C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(Br)c(F)c3)C21,9.03011119679972,0.021933449870368067,0.7788345040932567,376.189,2.612400000000001,78.21000000000001,2,5,0.0,2.324593333333334,False,,0.0,9.04890599897598,C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(F)c3)C21,2
C=CC(=O)NC1=NNONOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.096144950955656,0.019649460234927914,0.5849073562285135,355.3580000000001,0.8916199999999996,120.73,4,9,0.0,2.185720000000001,False,,0.0,9.041091168834983,C=CC(=O)NC1=NNONC=C2N=CN=C(Nc3cccc(C)c3)C21,6
C=CC(=O)NC1=NOOOOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.08553350487701,0.02727621140203367,0.6153655438703689,357.3260000000001,1.74562,115.13000000000001,2,9,0.0,2.1988400000000006,False,,0.0,9.036114065410159,C=CC(=O)NC1=NOOOC=C2N=CN=C(Nc3cccc(C)c3)C21,4
C=CC(=O)NC1=NNOOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.08469082218897,0.02733939786527662,0.556723145221248,340.3430000000001,1.3870199999999995,108.7,3,8,0.0,2.1500000000000004,False,,0.0,9.013212996934318,C=CC(=O)NC1=NNOC=C2N=CN=C(Nc3cccc(C)c3)C21,4
C=CC(=O)NC1=NNNNC=C2N=CN=C(Nc3cccc(C)c3)C21,9.099047417854347,0.024594097063863198,0.5049028255405844,338.3750000000001,0.5330200000000014,114.3,5,8,0.0,2.1500000000000004,False,,0.0,9.004404733560776,C=CC(=O)NC1=NONNC=C2N=CN=C(Nc3cccc(C)c3)C21,6
C=CC(=O)NC1=COOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.04600303348223,0.03679975613641519,0.6604029214530742,324.3400000000001,2.4103200000000005,84.31,2,6,0.0,2.25,False,,0.0,9.00190473807235,C=CC(=O)NC1=COC=C2N=CN=C(Nc3cccc(C)c3)C21,2
O=C(CCN1CCN(CO)CC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.298944357203279,0.025088148476668966,0.47389194166602244,485.38600000000014,3.031900000000001,93.62,3,7,0.0,3.4025733333333346,False,,0.0,9.00041617955962,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,1
CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CCO1,9.24139827118811,0.021536885658210412,0.5518621847346737,485.3860000000002,3.6435000000000013,82.62,2,7,0.0,3.3025733333333345,False,,0.0,9.000406477897236,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,1
C=CC(=O)NC1=NONOOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.084506303700547,0.027338130958626236,0.5432706466936922,356.3420000000001,1.3186199999999995,117.93,3,9,0.0,2.192280000000001,False,,0.0,8.999961496088767,C=CC(=O)NC1=NONOC=C2N=CN=C(Nc3cccc(C)c3)C21,5
C=CC(=N)NC1=NC=C2N=CN=C(Nc3cccc(C)c3)C21,9.075602470920359,0.04509748085084512,0.5775653740995258,292.346,2.4698900000000004,84.99000000000001,3,5,0.0,2.1500000000000004,False,,0.0,8.996787677119276,C=CC(=O)NC1=NC=C2N=CN=C(Nc3cccc(C)c3)C21,1
C=CC(=O)NNC1=NOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.053302015175138,0.01806787839404118,0.5662144085480221,324.3440000000001,1.4554199999999997,99.47,3,7,0.0,2.1500000000000004,False,,0.0,8.995841341055108,C=CC(=O)NNC1=NC=C2N=CN=C(Nc3cccc(C)c3)C21,3
C=CC(=O)NC1=NOC=C2N=CN=C(Nc3ccc(F)c(F)c3)C21,8.919631016045988,0.007850295877594404,0.8117747511601712,331.28200000000004,1.9206,87.44,2,6,0.0,2.1500000000000004,False,,0.0,8.99516809574848,C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(F)c3)C21,2
C=CC(=O)NC1=COOOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.044663319613239,0.037677752427039794,0.6506029192913543,340.33900000000006,2.34192,93.54,2,7,0.0,2.25,False,,0.0,8.994787026831876,C=CC(=O)NC1=COOC=C2N=CN=C(Nc3cccc(C)c3)C21,3
CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)COC1,9.214878082082638,0.017472087161641035,0.5518621847346737,485.3860000000002,3.6435000000000013,82.62,2,7,0.0,3.3025733333333345,False,,0.0,8.977951087288334,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,1
NCN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,9.268779055553555,0.021872163766700176,0.4743341107827576,484.4020000000002,2.9983000000000013,99.41000000000001,3,7,0.0,3.396013333333335,False,,0.0,8.974671947178233,O=C(CCN1CCN(CO)CC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2
C=CC(=O)NC1=NNNNOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.077161959618124,0.02320812156450111,0.491900287928281,354.37400000000014,0.4646200000000009,123.53,5,9,0.0,2.1791600000000013,False,,0.0,8.973029982017763,C=CC(=O)NC1=NONNOC=C2N=CN=C(Nc3cccc(C)c3)C21,7
C=CC(=O)NC1=NOC=C2N=CN=C(Nc3ccc(Cl)c(F)c3)C21,8.897349330746946,0.008959087541181122,0.8053650664284242,347.7370000000001,2.4349000000000007,87.44,2,6,0.0,2.1500000000000004,False,,0.0,8.968572776419979,C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(Cl)c(F)c3)C21,3
C=CC(=O)NC1=NOC=C2N=CN=C(Nc3ccc(F)c(Cl)c3)C21,8.897762430861299,0.009424082282783476,0.8053650664284242,347.7370000000001,2.4349000000000007,87.44,2,6,0.0,2.1500000000000004,False,,0.0,8.968520881792728,C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(Cl)c3)C21,1
C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(Cl)c(Br)c3)C21,8.976760457822047,0.02644228824549414,0.7585634917142181,392.64400000000006,3.1267000000000014,78.21000000000001,2,5,0.0,2.434293333333334,False,,0.0,8.96445591543366,C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(Cl)c(Cl)c3)C21,2
C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(Br)c(Cl)c3)C21,8.974917953757704,0.026879975792444576,0.7585634917142181,392.644,3.1267000000000014,78.21000000000001,2,5,0.0,2.4342933333333336,False,,0.0,8.962175723822366,C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(Cl)c3)C21,1
C=CC(=O)NC1=NNC=C2N=CN=C(Nc3ccc(F)c(F)c3)C21,8.939474712300614,0.017331122591867188,0.7178116128627503,330.29800000000006,1.4935999999999998,90.24,3,6,0.0,2.1500000000000004,False,,0.0,8.958549396140121,C=CC(=O)NC1=NOC=C2N=CN=C(Nc3ccc(F)c(F)c3)C21,3
CN(CO)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1,9.209330325576182,0.03553138191721485,0.4499013198121037,441.89400000000023,3.4928000000000017,81.59,2,6,0.0,3.012626666666668,False,,0.0,8.94685560356502,CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1,1
C=CC(=O)NC1=NNNOOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.071226832172261,0.027802463906543333,0.461858823300387,355.3580000000001,0.8916199999999996,120.73,4,9,0.0,2.185720000000001,False,,0.0,8.94649577991591,C=CC(=O)NC1=NNNOC=C2N=CN=C(Nc3cccc(C)c3)C21,6
C=CC(=O)NC1=CONOOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.043639884167314,0.04097016811706153,0.5644013582804769,355.3540000000001,1.84652,105.57000000000001,3,8,0.0,2.2856933333333345,False,,0.0,8.94201639519049,C=CC(=O)NC1=CONOC=C2N=CN=C(Nc3cccc(C)c3)C21,5
C=CC(=O)NC1=CNOOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.028245610280788,0.03840878957250968,0.5774031102934919,339.3550000000001,1.91492,96.34,3,7,0.0,2.25,False,,0.0,8.941038375855024,C=CC(=O)NC1=CNOC=C2N=CN=C(Nc3cccc(C)c3)C21,4
C=CC(=O)NC1=NNC=C2N=CN=C(Nc3ccc(F)c(Cl)c3)C21,8.917208364453359,0.01338536121303338,0.7153981102785812,346.75300000000004,2.0079,90.24,3,6,0.0,2.1500000000000004,False,,0.0,8.939022058379615,C=CC(=O)NC1=NOC=C2N=CN=C(Nc3ccc(F)c(Cl)c3)C21,2
C=CC(=O)NC1=NONNOOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.084506303700548,0.027338130958625712,0.44727089892025484,371.3570000000001,0.8232200000000005,129.96,4,10,0.0,2.292380000000001,False,,0.0,8.93694662220205,C=CC(=O)NC1=NONNOC=C2N=CN=C(Nc3cccc(C)c3)C21,7
CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CCN1,9.204553917695957,0.022147402680885542,0.49563514857563223,484.40200000000016,3.216500000000001,85.42,3,7,0.0,3.296013333333334,False,,0.0,8.935822089302887,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CCO1,2
C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(Br)c(Br)c3)C21,9.006892698332564,0.025282944949543095,0.6977218772293936,437.095,3.235800000000001,78.21000000000001,2,5,0.0,2.730633333333334,False,,0.0,8.920875691997718,C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(Br)c3)C21,2
O=C(CCN1CCCCOC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.142142216133394,0.02201531956894424,0.5512062923021829,470.3710000000001,4.534400000000003,79.38,2,6,0.0,3.202473333333334,False,,0.0,8.915359042715542,O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1
C=CC(=O)NC1=NOC=C2N=CN=C(Nc3ccc(Cl)c(Cl)c3)C21,8.867482188622436,0.01671096319354263,0.7913336123097674,364.1920000000001,2.949200000000001,87.44,2,6,0.0,2.2446133333333345,False,,0.0,8.909746031583778,C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(Cl)c(Cl)c3)C21,2
O=C(/C=C/CO)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.99846186358378,0.019771669206252333,0.6194114318502946,399.24800000000005,3.1910000000000007,88.0,2,6,0.0,2.528320000000001,False,,0.0,8.909147910302675,C/C=C/C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CNCN3c1ccc(F)c(Cl)c1,9.094521527160836,0.045498017091807105,0.5895436305177087,440.9100000000001,3.6774000000000022,73.39,2,6,0.0,2.9060666666666672,False,,0.0,8.907885325327884,CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1COCN3c1ccc(F)c(Cl)c1,2
C=CC(=N)NC1=CC=C2N=CN=C(Nc3cccc(C)c3)C21,8.99878734735417,0.0541574422750778,0.5914466494556185,291.358,2.997790000000001,72.63,3,4,0.0,2.25,False,,0.0,8.902853229806903,C=CC(=O)NC1=CC=C2N=CN=C(Nc3cccc(C)c3)C21,1
CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1NCCN3c1ccc(F)c(Cl)c1,9.084802270846051,0.03847848630926343,0.5831651264687053,440.9100000000001,4.042200000000002,73.39,2,6,0.0,2.9060666666666672,False,,0.0,8.901996347771142,CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1OCCN3c1ccc(F)c(Cl)c1,2
NC/C=C/C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.977021290152573,0.011734576238613707,0.6199387246250997,398.26400000000007,3.157400000000001,93.79,2,6,0.0,2.5217600000000004,False,,0.0,8.89699207622651,O=C(/C=C/CO)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,2
NC(=O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.047488927100469,0.018126810325921092,0.5253198346334698,401.2680000000001,3.2083000000000004,105.82000000000001,3,6,0.0,2.6417866666666674,False,,0.0,8.895754034091283,O=C(O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
C=CC(=N)NC1=NOC=C2N=CN=C(Nc3cccc(C)c3)C21,8.96480553383541,0.03575612787742722,0.5781573306736103,308.3450000000001,2.40149,94.22,3,6,0.0,2.1500000000000004,False,,0.0,8.895628071294789,C=CC(=O)NC1=NOC=C2N=CN=C(Nc3cccc(C)c3)C21,2
CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1OCCN3c1ccc(F)c(Cl)c1,9.08695842280262,0.056179116496761494,0.6031575474128575,441.8940000000001,4.009100000000003,70.59,1,6,0.0,2.912626666666667,False,,0.0,8.895464080012287,CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1,1
C=CC(=O)NC1=NOC=C2N=CN=C(Nc3ccc(F)c(Br)c3)C21,8.896877812296566,0.018050698068643897,0.7588457552607276,392.18800000000005,2.5440000000000005,87.44,2,6,0.0,2.4312533333333337,False,,0.0,8.893561991858286,C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(Br)c3)C21,2
C=CC(=O)NC1=NOC=C2N=CN=C(Nc3ccc(Br)c(F)c3)C21,8.894136631818935,0.015746894622459397,0.7588457552607276,392.18800000000005,2.5440000000000005,87.44,2,6,0.0,2.4312533333333337,False,,0.0,8.893124614826839,C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(Br)c(F)c3)C21,3
C=CC(=N)NC1=NONC=C2N=CN=C(Nc3cccc(C)c3)C21,8.999572173975485,0.032264735365409816,0.4924739299853608,323.36000000000007,1.9060899999999996,106.25,4,7,0.0,2.1500000000000004,False,,0.0,8.891044403602757,C=CC(=O)NC1=NONC=C2N=CN=C(Nc3cccc(C)c3)C21,4
CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1COCN3c1ccc(F)c(Cl)c1,9.086944445897664,0.06381141329530904,0.6008671398534896,441.8940000000001,4.104400000000003,70.59,1,6,0.0,2.912626666666667,False,,0.0,8.8866726025291,CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1,1
O=C(CCN1CCCCOOC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.1440202762317,0.017609745814985953,0.4975143155057857,486.3700000000001,4.466000000000003,88.61000000000001,2,7,0.0,3.309133333333334,False,,0.0,8.878797688169607,O=C(CCN1CCCCOC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2
C=CC(=O)NOC1=NC=C2N=CN=C(Nc3cccc(C)c3)C21,8.911116980187144,0.03513723193907739,0.6463330005515724,309.32900000000006,1.95082,87.44,2,6,0.0,2.1500000000000004,False,,0.0,8.876646248523853,C=CC(=O)NC1=NC=C2N=CN=C(Nc3cccc(C)c3)C21,1
C/C=C/C(=N)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.92079308994514,0.013923958327944783,0.6292319229818523,382.2650000000001,4.669270000000003,74.55000000000001,2,5,0.0,2.315100000000001,False,,0.0,8.874220093108121,C/C=C/C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
C=CC(=N)NC1=COC=C2N=CN=C(Nc3cccc(C)c3)C21,8.950673786334653,0.04451400352715964,0.592942956220401,307.357,2.9293900000000015,81.86,3,5,0.0,2.25,False,,0.0,8.865131260917693,C=CC(=O)NC1=COC=C2N=CN=C(Nc3cccc(C)c3)C21,2
C=CC(=N)NC1=NNC=C2N=CN=C(Nc3cccc(C)c3)C21,8.982994931992154,0.04452951246503202,0.4965721421508749,307.36100000000005,1.9744899999999996,97.02,4,6,0.0,2.1500000000000004,False,,0.0,8.864251490602559,C=CC(=O)NC1=NNC=C2N=CN=C(Nc3cccc(C)c3)C21,3
CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1OOCCN3c1ccc(F)c(Cl)c1,9.132188972720062,0.046612492727650875,0.4588306515173991,457.89300000000014,3.9407000000000023,79.82000000000001,1,7,0.0,3.019286666666668,False,,0.0,8.862098805751112,CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1OCCN3c1ccc(F)c(Cl)c1,2
NC(=O)CCCNc1c(Br)cccc1Nc1ncnc2ccncc12,9.019329146944695,0.027690762114273782,0.5253198346334697,401.26800000000014,3.2083000000000004,105.82000000000001,3,6,0.0,2.641786666666668,False,,0.0,8.858030302147156,O=C(O)CCCNc1c(Br)cccc1Nc1ncnc2ccncc12,1
O=C(/C=C/CN(CO)CO)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1,9.195795260593306,0.04043957330300821,0.370140715311414,457.89300000000026,2.812800000000001,101.82000000000001,3,7,0.0,3.219286666666669,False,,0.0,8.857533044946004,CN(CO)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1,2
C=CC(=N)NNC1=NC=C2N=CN=C(Nc3cccc(C)c3)C21,9.031958588740281,0.04324977033337025,0.3819017113584514,307.36100000000005,1.9744899999999996,97.02,4,6,0.0,2.1500000000000004,False,,0.0,8.857159674086137,C=CC(=O)NNC1=NC=C2N=CN=C(Nc3cccc(C)c3)C21,3
C=CC(=O)NC1=NOOC=C2N=CN=C(Nc3ccc(F)c(F)c3)C21,8.893499295379232,0.03000987238233577,0.6302509356947923,347.28100000000006,1.8522,96.67,2,7,0.0,2.1500000000000004,False,,0.0,8.856114890844294,C=CC(=O)NC1=NOC=C2N=CN=C(Nc3ccc(F)c(F)c3)C21,3
C=CC(=N)NC1=NNOC=C2N=CN=C(Nc3cccc(C)c3)C21,8.970968693223288,0.04085797312745293,0.4924739299853608,323.36000000000007,1.9060899999999996,106.25,4,7,0.0,2.1500000000000004,False,,0.0,8.853847685088516,C=CC(=O)NC1=NNOC=C2N=CN=C(Nc3cccc(C)c3)C21,4
