source_dataset,source_record_id,bindingdb_reactant_set_id,bindingdb_monomer_id,target_name,target_organism,uniprot_primary_id,smiles_raw,smiles_canonical,ic50_nm,pIC50,publication_date,bindingdb_date,year,curation_source,article_doi,pmid,chembl_id
bindingdb_articles,3860,3860,3022,Epidermal growth factor receptor,Homo sapiens,P00533,Clc1cccc(Nc2ncnc3n[nH]c(-c4ccccc4)c23)c1,Clc1cccc(Nc2ncnc3n[nH]c(-c4ccccc4)c23)c1,19.0,7.721246399047171,10/24/1997,1/11/2005,1997,Curated from the literature by BindingDB,10.1021/jm970124v,9357527,
bindingdb_articles,3861,3861,3023,Epidermal growth factor receptor,Homo sapiens,P00533,Oc1cccc(c1)-c1[nH]nc2ncnc(Nc3cccc(Cl)c3)c12,Oc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,26.0,7.585026652029182,10/24/1997,1/11/2005,1997,Curated from the literature by BindingDB,10.1021/jm970124v,9357527,
bindingdb_articles,3862,3862,3024,Epidermal growth factor receptor,Homo sapiens,P00533,COc1ccc(cc1)-c1[nH]nc2ncnc(Nc3cccc(Cl)c3)c12,COc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,96.0,7.017728766960431,10/24/1997,1/11/2005,1997,Curated from the literature by BindingDB,10.1021/jm970124v,9357527,
bindingdb_articles,3879,3879,3025,Epidermal growth factor receptor,Homo sapiens,P00533,Oc1ccc(cc1)-c1[nH]nc2ncnc(Nc3cccc(Cl)c3)c12,Oc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,6.0,8.221848749616356,10/24/1997,1/11/2005,1997,Curated from the literature by BindingDB,10.1021/jm970124v,9357527,
bindingdb_articles,3880,3880,3026,Epidermal growth factor receptor,Homo sapiens,P00533,[O-][N+](=O)c1cccc(c1)-c1[nH]nc2ncnc(Nc3cccc(Cl)c3)c12,O=[N+]([O-])c1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,37.0,7.431798275933005,10/24/1997,1/11/2005,1997,Curated from the literature by BindingDB,10.1021/jm970124v,9357527,
bindingdb_articles,3881,3881,3027,Epidermal growth factor receptor,Homo sapiens,P00533,Nc1cccc(c1)-c1[nH]nc2ncnc(Nc3cccc(Cl)c3)c12,Nc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,5.0,8.301029995663981,10/24/1997,1/11/2005,1997,Curated from the literature by BindingDB,10.1021/jm970124v,9357527,
bindingdb_articles,3882,3882,3028,Epidermal growth factor receptor,Homo sapiens,P00533,CC(C)(C)OC(=O)Nc1ccc(cc1)-c1[nH]nc2ncnc(Nc3cccc(Cl)c3)c12,CC(C)(C)OC(=O)Nc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,270.0,6.568636235841012,10/24/1997,1/11/2005,1997,Curated from the literature by BindingDB,10.1021/jm970124v,9357527,
bindingdb_articles,3899,3899,3029,Epidermal growth factor receptor,Homo sapiens,P00533,Nc1ccc(cc1)-c1[nH]nc2ncnc(Nc3cccc(Cl)c3)c12,Nc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,2.0,8.698970004336019,10/24/1997,1/11/2005,1997,Curated from the literature by BindingDB,10.1021/jm970124v,9357527,
bindingdb_articles,3900,3900,3030,Epidermal growth factor receptor,Homo sapiens,P00533,Clc1cccc(Nc2[nH]nc3ncnc(Oc4cccc(Cl)c4)c23)c1,Clc1cccc(Nc2[nH]nc3ncnc(Oc4cccc(Cl)c4)c23)c1,24200.0,4.616184634019569,10/24/1997,1/11/2005,1997,Curated from the literature by BindingDB,10.1021/jm970124v,9357527,
bindingdb_articles,3901,3901,3031,Epidermal growth factor receptor,Homo sapiens,P00533,Clc1cccc(Nc2[nH]nc3ncnc(NCc4ccccc4)c23)c1,Clc1cccc(Nc2[nH]nc3ncnc(NCc4ccccc4)c23)c1,870.0,6.060480747381382,10/24/1997,1/11/2005,1997,Curated from the literature by BindingDB,10.1021/jm970124v,9357527,
bindingdb_articles,3902,3902,3032,Epidermal growth factor receptor,Homo sapiens,P00533,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,6.0,8.221848749616356,10/24/1997,1/11/2005,1997,Curated from the literature by BindingDB,10.1021/jm970124v,9357527,CHEMBL1204168CHEMBL29197
bindingdb_articles,4005,4005,3050,Epidermal growth factor receptor,Homo sapiens,P00533,"Cn1c2nc(N)ncc2cc(-c2c(Cl)cccc2Cl)c1=O |(-2.82,-1.97,;-2.82,-.43,;-4.15,.34,;-5.48,-.43,;-6.82,.34,;-8.15,-.43,;-6.82,1.88,;-5.48,2.65,;-4.15,1.88,;-2.82,2.65,;-1.48,1.88,;-.15,2.65,;-.15,4.19,;-1.48,4.96,;1.18,4.96,;2.52,4.19,;2.52,2.65,;1.18,1.88,;1.18,.34,;-1.48,.34,;-.15,-.43,)|",Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N)nc21,5600.0,5.251811972993799,8/13/1998,1/18/2005,1998,Curated from the literature by BindingDB,10.1021/jm9802259,9703473,CHEMBL49596
bindingdb_articles,4006,4006,3054,Epidermal growth factor receptor,Homo sapiens,P00533,"CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1 |(-8.15,-1.97,;-8.15,-.43,;-6.82,.34,;-6.82,1.88,;-5.48,2.65,;-4.15,1.88,;-2.82,2.65,;-1.48,1.88,;-.15,2.65,;-.15,4.19,;-1.48,4.96,;1.18,4.96,;2.52,4.19,;2.52,2.65,;1.18,1.88,;1.18,.34,;-1.48,.34,;-.15,-.43,;-2.82,-.43,;-2.82,-1.97,;-4.15,.34,;-5.48,-.43,)|",CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,7500.0,5.1249387366083,8/13/1998,1/18/2005,1998,Curated from the literature by BindingDB,10.1021/jm9802259,9703473,
bindingdb_articles,4007,4007,3055,Epidermal growth factor receptor,Homo sapiens,P00533,"CCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1 |(-9.48,-2.74,;-8.15,-1.97,;-8.15,-.43,;-6.82,.34,;-6.82,1.88,;-5.48,2.65,;-4.15,1.88,;-2.82,2.65,;-1.48,1.88,;-.15,2.65,;-.15,4.19,;-1.48,4.96,;1.18,4.96,;2.52,4.19,;2.52,2.65,;1.18,1.88,;1.18,.34,;-1.48,.34,;-.15,-.43,;-2.82,-.43,;-2.82,-1.97,;-4.15,.34,;-5.48,-.43,)|",CCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,4500.0,5.346787486224656,8/13/1998,1/18/2005,1998,Curated from the literature by BindingDB,10.1021/jm9802259,9703473,
bindingdb_articles,4024,4024,3057,Epidermal growth factor receptor,Homo sapiens,P00533,"CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1 |(-6.5,-5.16,;-7.59,-4.08,;-6.82,-2.74,;-8.15,-1.97,;-8.15,-.43,;-6.82,.34,;-6.82,1.88,;-5.48,2.65,;-4.15,1.88,;-2.82,2.65,;-1.48,1.88,;-.15,2.65,;-.15,4.19,;-1.48,4.96,;1.18,4.96,;2.52,4.19,;2.52,2.65,;1.18,1.88,;1.18,.34,;-1.48,.34,;-.15,-.43,;-2.82,-.43,;-2.82,-1.97,;-4.15,.34,;-5.48,-.43,)|",CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,4400.0,5.356547323513812,8/13/1998,1/18/2005,1998,Curated from the literature by BindingDB,10.1021/jm9802259,9703473,
bindingdb_articles,4043,4043,3061,Epidermal growth factor receptor,Homo sapiens,P00533,"CN(C)c1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1 |(-8.15,-1.97,;-8.15,-.43,;-9.48,.34,;-6.82,.34,;-6.82,1.88,;-5.48,2.65,;-4.15,1.88,;-2.82,2.65,;-1.48,1.88,;-.15,2.65,;-.15,4.19,;-1.48,4.96,;1.18,4.96,;2.52,4.19,;2.52,2.65,;1.18,1.88,;1.18,.34,;-1.48,.34,;-.15,-.43,;-2.82,-.43,;-2.82,-1.97,;-4.15,.34,;-5.48,-.43,)|",CN(C)c1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,50000.0,4.301029995663981,8/13/1998,1/18/2005,1998,Curated from the literature by BindingDB,10.1021/jm9802259,9703473,CHEMBL299347
bindingdb_articles,4044,4044,3062,Epidermal growth factor receptor,Homo sapiens,P00533,"CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1 |(-6.72,-6.82,;-8.2,-7.22,;-9.29,-6.13,;-10.38,-7.22,;-11.71,-6.45,;-8.52,-4.79,;-8.92,-3.31,;-8.15,-1.97,;-8.15,-.43,;-6.82,.34,;-6.82,1.88,;-5.48,2.65,;-4.15,1.88,;-2.82,2.65,;-1.48,1.88,;-.15,2.65,;-.15,4.19,;-1.48,4.96,;1.18,4.96,;2.52,4.19,;2.52,2.65,;1.18,1.88,;1.18,.34,;-1.48,.34,;-.15,-.43,;-2.82,-.43,;-2.82,-1.97,;-4.15,.34,;-5.48,-.43,)|",CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,1400.0,5.853871964321762,8/13/1998,1/18/2005,1998,Curated from the literature by BindingDB,10.1021/jm9802259,9703473,CHEMBL50470
bindingdb_articles,4046,4046,3064,Epidermal growth factor receptor,Homo sapiens,P00533,"CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1 |(-10.37,-10.59,;-9.97,-9.1,;-8.49,-8.7,;-8.09,-7.22,;-9.18,-6.13,;-8.52,-4.79,;-8.92,-3.31,;-8.15,-1.97,;-8.15,-.43,;-6.82,.34,;-6.82,1.88,;-5.48,2.65,;-4.15,1.88,;-2.82,2.65,;-1.48,1.88,;-.15,2.65,;-.15,4.19,;-1.48,4.96,;1.18,4.96,;2.52,4.19,;2.52,2.65,;1.18,1.88,;1.18,.34,;-1.48,.34,;-.15,-.43,;-2.82,-.43,;-2.82,-1.97,;-4.15,.34,;-5.48,-.43,;-10.66,-6.53,;-11.06,-8.01,)|",CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,8700.0,5.060480747381382,8/13/1998,1/18/2005,1998,Curated from the literature by BindingDB,10.1021/jm9802259,9703473,CHEMBL299194
bindingdb_articles,4047,4047,3065,Epidermal growth factor receptor,Homo sapiens,P00533,"CN1CCN(CCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1 |(-8.54,-12.22,;-8.54,-10.68,;-7.27,-9.81,;-7.39,-8.28,;-8.78,-7.61,;-9.18,-6.13,;-8.52,-4.79,;-8.92,-3.31,;-8.15,-1.97,;-8.15,-.43,;-6.82,.34,;-6.82,1.88,;-5.48,2.65,;-4.15,1.88,;-2.82,2.65,;-1.48,1.88,;-.15,2.65,;-.15,4.19,;-1.48,4.96,;1.18,4.96,;2.52,4.19,;2.52,2.65,;1.18,1.88,;1.18,.34,;-1.48,.34,;-.15,-.43,;-2.82,-.43,;-2.82,-1.97,;-4.15,.34,;-5.48,-.43,;-10.05,-8.49,;-9.93,-10.02,)|",CN1CCN(CCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,210.0,6.6777807052660805,8/13/1998,1/18/2005,1998,Curated from the literature by BindingDB,10.1021/jm9802259,9703473,
bindingdb_articles,4063,4063,3066,Epidermal growth factor receptor,Homo sapiens,P00533,"CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1 |(-9.18,-13.72,;-9.18,-12.18,;-7.84,-11.41,;-7.84,-9.87,;-9.18,-9.1,;-8.78,-7.61,;-9.18,-6.13,;-8.52,-4.79,;-8.92,-3.31,;-8.15,-1.97,;-8.15,-.43,;-6.82,.34,;-6.82,1.88,;-5.48,2.65,;-4.15,1.88,;-2.82,2.65,;-1.48,1.88,;-.15,2.65,;-.15,4.19,;-1.48,4.96,;1.18,4.96,;2.52,4.19,;2.52,2.65,;1.18,1.88,;1.18,.34,;-1.48,.34,;-.15,-.43,;-2.82,-.43,;-2.82,-1.97,;-4.15,.34,;-5.48,-.43,;-10.51,-9.87,;-10.51,-11.41,)|",CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,4500.0,5.346787486224656,8/13/1998,1/18/2005,1998,Curated from the literature by BindingDB,10.1021/jm9802259,9703473,
bindingdb_articles,4067,4067,3070,Epidermal growth factor receptor,Homo sapiens,P00533,"Cn1c2nc(NCCCCCC(O)=O)ncc2cc(-c2c(Cl)cccc2Cl)c1=O |(-2.82,-1.97,;-2.82,-.43,;-4.15,.34,;-5.48,-.43,;-6.82,.34,;-8.15,-.43,;-8.15,-1.97,;-8.92,-3.31,;-8.15,-4.64,;-8.92,-5.97,;-8.52,-7.46,;-9.61,-8.55,;-9.61,-10.09,;-10.94,-7.78,;-6.82,1.88,;-5.48,2.65,;-4.15,1.88,;-2.82,2.65,;-1.48,1.88,;-.15,2.65,;-.15,4.19,;-1.48,4.96,;1.18,4.96,;2.52,4.19,;2.52,2.65,;1.18,1.88,;1.18,.34,;-1.48,.34,;-.15,-.43,)|",Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21,1000.0,6.0,8/13/1998,1/18/2005,1998,Curated from the literature by BindingDB,10.1021/jm9802259,9703473,
bindingdb_articles,4083,4083,3071,Epidermal growth factor receptor,Homo sapiens,P00533,"Cn1c2nc(Nc3ccccc3)ncc2cc(-c2c(Cl)cccc2Cl)c1=O |(-2.82,-1.97,;-2.82,-.43,;-4.15,.34,;-5.48,-.43,;-6.82,.34,;-8.15,-.43,;-8.15,-1.97,;-6.81,-2.74,;-6.81,-4.28,;-8.14,-5.05,;-9.48,-4.29,;-9.48,-2.75,;-6.82,1.88,;-5.48,2.65,;-4.15,1.88,;-2.82,2.65,;-1.48,1.88,;-.15,2.65,;-.15,4.19,;-1.48,4.96,;1.18,4.96,;2.52,4.19,;2.52,2.65,;1.18,1.88,;1.18,.34,;-1.48,.34,;-.15,-.43,)|",Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,260.0,6.585026652029182,8/13/1998,1/18/2005,1998,Curated from the literature by BindingDB,10.1021/jm9802259,9703473,CHEMBL301612
bindingdb_articles,4084,4084,3072,Epidermal growth factor receptor,Homo sapiens,P00533,"CCn1c2nc(Nc3ccccc3)ncc2cc(-c2c(Cl)cccc2Cl)c1=O |(-1.73,-3.06,;-2.82,-1.97,;-2.82,-.43,;-4.15,.34,;-5.48,-.43,;-6.82,.34,;-8.15,-.43,;-8.15,-1.97,;-6.81,-2.74,;-6.81,-4.28,;-8.14,-5.05,;-9.48,-4.29,;-9.48,-2.75,;-6.82,1.88,;-5.48,2.65,;-4.15,1.88,;-2.82,2.65,;-1.48,1.88,;-.15,2.65,;-.15,4.19,;-1.48,4.96,;1.18,4.96,;2.52,4.19,;2.52,2.65,;1.18,1.88,;1.18,.34,;-1.48,.34,;-.15,-.43,)|",CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,200.0,6.698970004336019,8/13/1998,1/18/2005,1998,Curated from the literature by BindingDB,10.1021/jm9802259,9703473,
bindingdb_articles,4085,4085,3073,Epidermal growth factor receptor,Homo sapiens,P00533,"Cn1c2nc(Nc3cccnc3)ncc2cc(-c2c(Cl)cccc2Cl)c1=O |(-2.82,-1.97,;-2.82,-.43,;-4.15,.34,;-5.48,-.43,;-6.82,.34,;-8.15,-.43,;-8.15,-1.97,;-9.48,-2.74,;-9.48,-4.28,;-8.15,-5.05,;-6.82,-4.28,;-6.82,-2.74,;-6.82,1.88,;-5.48,2.65,;-4.15,1.88,;-2.82,2.65,;-1.48,1.88,;-.15,2.65,;-.15,4.19,;-1.48,4.96,;1.18,4.96,;2.52,4.19,;2.52,2.65,;1.18,1.88,;1.18,.34,;-1.48,.34,;-.15,-.43,)|",Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccnc3)nc21,510.0,6.292429823902063,8/13/1998,1/18/2005,1998,Curated from the literature by BindingDB,10.1021/jm9802259,9703473,
bindingdb_articles,4086,4086,3074,Epidermal growth factor receptor,Homo sapiens,P00533,"COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1 |(-7.06,-7.68,;-8.15,-6.59,;-8.15,-5.05,;-9.48,-4.28,;-9.48,-2.74,;-8.15,-1.97,;-8.15,-.43,;-6.82,.34,;-6.82,1.88,;-5.48,2.65,;-4.15,1.88,;-2.82,2.65,;-1.48,1.88,;-.15,2.65,;-.15,4.19,;-1.48,4.96,;1.18,4.96,;2.52,4.19,;2.52,2.65,;1.18,1.88,;1.18,.34,;-1.48,.34,;-.15,-.43,;-2.82,-.43,;-2.82,-1.97,;-4.15,.34,;-5.48,-.43,;-6.82,-2.74,;-6.82,-4.28,)|",COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1,1300.0,5.886056647693163,8/13/1998,1/18/2005,1998,Curated from the literature by BindingDB,10.1021/jm9802259,9703473,
bindingdb_articles,4087,4087,3075,Epidermal growth factor receptor,Homo sapiens,P00533,"Cn1c2nc(Nc3ccncc3)ncc2cc(-c2c(Cl)cccc2Cl)c1=O |(-2.82,-1.97,;-2.82,-.43,;-4.15,.34,;-5.48,-.43,;-6.82,.34,;-8.15,-.43,;-8.15,-1.97,;-6.82,-2.74,;-6.82,-4.28,;-8.15,-5.05,;-9.48,-4.28,;-9.48,-2.74,;-6.82,1.88,;-5.48,2.65,;-4.15,1.88,;-2.82,2.65,;-1.48,1.88,;-.15,2.65,;-.15,4.19,;-1.48,4.96,;1.18,4.96,;2.52,4.19,;2.52,2.65,;1.18,1.88,;1.18,.34,;-1.48,.34,;-.15,-.43,)|",Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,910.0,6.040958607678906,8/13/1998,1/18/2005,1998,Curated from the literature by BindingDB,10.1021/jm9802259,9703473,
bindingdb_articles,4100,4100,3076,Epidermal growth factor receptor,Homo sapiens,P00533,"CCn1c2nc(Nc3ccncc3)ncc2cc(-c2c(Cl)cccc2Cl)c1=O |(-1.73,-3.06,;-2.82,-1.97,;-2.82,-.43,;-4.15,.34,;-5.48,-.43,;-6.82,.34,;-8.15,-.43,;-8.15,-1.97,;-6.82,-2.74,;-6.82,-4.28,;-8.15,-5.05,;-9.48,-4.28,;-9.48,-2.74,;-6.82,1.88,;-5.48,2.65,;-4.15,1.88,;-2.82,2.65,;-1.48,1.88,;-.15,2.65,;-.15,4.19,;-1.48,4.96,;1.18,4.96,;2.52,4.19,;2.52,2.65,;1.18,1.88,;1.18,.34,;-1.48,.34,;-.15,-.43,)|",CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,490.0,6.309803919971486,8/13/1998,1/18/2005,1998,Curated from the literature by BindingDB,10.1021/jm9802259,9703473,
bindingdb_articles,4102,4102,3078,Epidermal growth factor receptor,Homo sapiens,P00533,"Cn1c2nc(Nc3cccc(Br)c3)ncc2cc(-c2c(Cl)cccc2Cl)c1=O |(-2.82,-1.97,;-2.82,-.43,;-4.15,.34,;-5.48,-.43,;-6.82,.34,;-8.15,-.43,;-8.15,-1.97,;-9.48,-2.74,;-9.48,-4.28,;-8.15,-5.05,;-6.82,-4.28,;-5.48,-5.05,;-6.82,-2.74,;-6.82,1.88,;-5.48,2.65,;-4.15,1.88,;-2.82,2.65,;-1.48,1.88,;-.15,2.65,;-.15,4.19,;-1.48,4.96,;1.18,4.96,;2.52,4.19,;2.52,2.65,;1.18,1.88,;1.18,.34,;-1.48,.34,;-.15,-.43,)|",Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21,670.0,6.173925197299173,8/13/1998,1/18/2005,1998,Curated from the literature by BindingDB,10.1021/jm9802259,9703473,
